symbol,side,entry_price,exit_price,size,pnl,pnl_pct,entry_time,exit_time,bars_held,exit_reason,entry_score,max_profit_pct,max_drawdown_pct
BCHUSDT,long,458.16,453.01,3000.0,-36.12184389732867,-0.01124061463244289,2026-03-12 12:00:00,2026-03-12 14:00:00,2,stop_loss,64,0.006526104417670578,0.013204993888597893
NEARUSDT,long,1.318,1.382,2100.0,100.29268588770837,0.0485584218512897,2026-03-12 12:00:00,2026-03-13 00:00:00,12,take_profit,56,0.06449165402124428,0.012139605462822469
ICPUSDT,long,2.682,2.622,3019.251252597114,-69.96017175369104,-0.02237136465324387,2026-03-13 01:00:00,2026-03-13 11:00:00,10,stop_loss,57,0.008948545861297548,0.028337061894108898
DOGEUSDT,long,0.09646,0.10065,2113.47587681798,90.1137385175725,0.043437694381090595,2026-03-13 05:00:00,2026-03-13 12:00:00,7,take_profit,62,0.05732946298984028,0.004561476259589569
BTCUSDT,long,71800.0,71020.1,3025.297322626279,-35.281371310973135,-0.010862116991643375,2026-03-13 15:00:00,2026-03-13 18:00:00,3,stop_loss,60,0.0057813370473538414,0.013774373259052924
ETHUSDT,long,2127.0,2088.0,2117.708125838395,-40.523793631699114,-0.018335684062059238,2026-03-13 15:00:00,2026-03-13 22:00:00,7,stop_loss,62,0.007442407146215292,0.02349318288669478
ATOMUSDT,long,1.854,1.848,2379.4004734814685,-9.603845535683137,-0.0032362459546925594,2026-03-13 18:00:00,2026-03-15 00:00:00,30,time_stop,74,0.018878101402373202,0.006472491909385119
BTCUSDT,long,71751.3,71575.3,2099.7722336379406,-6.830385276562492,-0.002452917229374241,2026-03-15 09:00:00,2026-03-15 13:00:00,4,stop_loss,55,0.0017783649912962033,0.007403350183202215
LINKUSDT,long,9.19,9.479,2097.7231180549716,64.28939290032056,0.03144722524483131,2026-03-15 13:00:00,2026-03-15 22:00:00,9,take_profit,69,0.036887921653971756,0.008269858541893224
XLMUSDT,long,0.16578,0.1704,2999.674619482772,81.19596993169307,0.027868259138617353,2026-03-15 06:00:00,2026-03-15 22:00:00,16,take_profit,57,0.03251296899505355,0.002654119917963709
NEARUSDT,long,1.348,1.389,3041.271112749407,90.0685525628609,0.030415430267062258,2026-03-15 23:00:00,2026-03-16 03:00:00,4,take_profit,77,0.043026706231453875,0.007418397626112766
XLMUSDT,long,0.16811,0.17178,2128.889778924585,44.77256177541593,0.021830944024745575,2026-03-16 00:00:00,2026-03-16 15:00:00,15,take_profit,60,0.04318600916066854,0.008208910832193326
UNIUSDT,long,4.011,4.005,2429.62474484089,-5.5781421965323705,-0.001495886312640296,2026-03-16 04:00:00,2026-03-17 08:00:00,28,time_stop,55,0.04537521815008713,0.004238344552480654
BTCUSDT,long,73911.7,73890.1,2352.836023598623,-2.5698630442817736,-0.00029224060602030895,2026-03-16 17:00:00,2026-03-17 09:00:00,16,time_stop,57,0.02823910152249234,0.0026612836668619055
ATOMUSDT,long,1.943,2.009,2374.199197312343,78.74765403515798,0.0339680905815748,2026-03-17 08:00:00,2026-03-18 09:00:00,25,take_profit,61,0.04117344312918171,0.007720020586721628
ETHUSDT,long,2314.67,2311.68,2367.019286284943,-4.951238185616384,-0.0012917608125565356,2026-03-17 09:00:00,2026-03-18 10:00:00,25,time_stop,58,0.018140814889379384,0.005888528386335896
